4,2.48
8,4.46
16,8.41
32,16.30
64,32.10
128,63.70
256,126.89
512,253.28
1024,506.04
2048,1011.58
4096,2022.66
8192,4044.81
16384,8089.12
32768,16177.73
65536,32354.95
131072,64709.39
262144,129418.27
524288,258836.03
